Name,Price,Reviews,Popularity,Developer,Genres,Critics score,OS,Processor,Memory,Graphics,DirectX,Network,Storage
Super Animal Royale Super Edition,539,Very Positive,321,Pixile,"Action, Adventure, Casual, Indie, Massively Multiplayer",,['Windows7'], Core i3 and up, 3 GB RAM," 256mb video memory, DX11",, Broadband Internet connection,
New Star Manager,435,Very Positive,387,New Star Games Ltd.,"Indie, Simulation, Sports",,['Windows7'], 1.8 GHz CPU, 2 GB RAM, Integrated Graphics,,, 280 MB available space
Contractors,435,Very Positive,78,Caveman Studio,"Action, Casual, Indie, Simulation",,['Windows7'], Intel i5-6400K 2.7GHz, 8 GB RAM, NVIDIA GTX 1060, Version 11,,
PANELKI,179,Very Positive,16,Alexander Gromyko,"Adventure, Indie, Massively Multiplayer, Simulation",,['Windows10'], 4 core, 4 GB RAM, GTX 760, Version 11,, 2 GB available space
DreadOut 2,435,Very Positive,12,Digital Happiness,"Action, Adventure, Indie",,['Windows8']," Intel i5 3570K , AMD FX-8350", 4 GB RAM," GTX 770 with 2GB VRAM , Radeon R9 280X 3GB", Version 11,, 16 GB available space
Platypus,102,Very Positive,291,Anthony Flack,Action,,"['WindowsXP', 'WindowsVista', 'Windows7', 'Windows8']", Pentium®, 128 MB RAM, 32MB 3D Video Card,,,
Apocalyptic Vibes,435,Very Positive,29,Amanito Computing,"Action, Adventure, Indie",,['WindowsVista'], A processor that supports SSE, 2048 MB RAM," GeForce 8, Radeon HD2000, Intel HD 4000,",,, 1024 MB available space
Dark Deception Complete,435,Very Positive,18,Glowstick Entertainment,"Action, Adventure, Indie, RPG",,"['Windows7', 'Windows8', 'Windows10']"," Intel Core i5-4330,AMD FX-6300", 8 GB RAM," NVIDIA GeForce GTX 960 2GB, AMD Radeon R7 370 2GB", Version 11,, 12 GB available space
Hide Alone,133,Mostly Positive,98,Sangwoon Jin,"Action, Adventure, Indie",,['Windows10'], Intel Core i3, 8 GB RAM, 2GB VRAM, Version 11,, 8 GB available space
Royal Alchemist,435,Very Positive,206,Nifty Visuals,"RPG, Simulation, Strategy",,['WindowsXP'], 1GHz, 512 MB RAM, DirectX,,, 700 MB available space
Endless Thief: a Fluffy Stealth Adventure,133,4 user reviews,,SnowySierra,"Action, Adventure, Indie, Simulation, Strategy",,['Windows10'], Intel Core i3 2GHz, 1 GB RAM, Iris Plus Graphics 655,,, 250 MB available space
24 Killers,435,Very Positive,83,Happy Shabby Games,"Adventure, Casual, Indie",,['Windows7'], Intel Core i5, 2 GB RAM, Integrated,,, 500 MB available space
Through Abandoned: The Underground City,30,Mixed,22,Igor Krutov,"Adventure, Casual, Indie",,"['WindowsXP', 'Windows7']", 2.33 Ghz, 512 MB RAM,,,, 115 MB available space
BPM: BULLETS PER MINUTE,435,Very Positive,131,Awe Interactive,"Action, Adventure, Indie",,['Windows10'], Intel Core i5-4590, 8 GB RAM, GTX 960 2GB, Version 11,, 14 GB available space
Lethal League Blaze,435,Very Positive,31,Team Reptile,"Action, Indie, Sports",,['Windows7'], Intel Core i3 2.5GHz, 4 GB RAM, NVIDIA GeForce GTX 460, Version 11, Broadband Internet connection, 4 GB available space
Natural Selection 2,200,Very Positive,17,Unknown Worlds Entertainment,"Action, Indie, Strategy",80,['Windows10'],"Dual-core processor 2.4 GHz (Intel Core 2 Duo, i3), 2.6 GHz (AMD Athlon",6 GB RAM,DirectX 11 compatible dedicated video card with 2 GB VRAM,,,
GAI Stops Auto: Right Version Simulator,82,Very Positive,256,"Axyos Games, Feas","Action, Adventure, Casual, Indie, RPG, Simulation",,['Windows7'], Intel Core i3 4170, 4 GB RAM, GeForce GTX 460,,, 4 GB available space
"Haiku, the Robot",435,Very Positive,39,Mister Morris Games,"Action, Adventure, Indie",,['Windows7'], Intel® Core™ i3 @ 3.2 GHZ, 4 GB RAM, Graphics card with DX9,,, 1 GB available space
Axiom Verge 2,435,Very Positive,13,Thomas Happ Games LLC,"Action, Adventure, Indie",,['Windows7'], Intel Pentium E2180 2.0 GHz, 4 GB RAM, Intel HD Graphics 4400,,, 500 MB available space
Car Mechanic Simulator 2018 - Dodge Modern DLC,133,Very Positive,57,Red Dot Games,"Racing, Simulation",,[], Intel Core i3 3.0 GHz, 4 GB RAM, NVidia GeForce GTX 660 2GB, Version 11,, 20 GB available space
High Strangeness,133,Positive,21,"Barnyard Intelligence Games, Crystal Labs","Action, Adventure, Indie, RPG",,['WindowsVista']," Intel Core 2 Duo CPU E4500 2.20GHz , AMD Athlon 64 X2 Dual Core Processor 4600+, 2.4GHz", 2 GB RAM, ATI Radeon HD 4650 1GB,,, 1 GB available space
Flying Bacon:Ukrainian Air Force,54,Mixed,29,CSM,"Casual, Indie, Simulation",,['WindowsXP'], 1.2 Ghz+, 512 MB RAM, Compatible with DirectX 9,,,
Lost in Play,435,Overwhelmingly Positive,153,Happy Juice Games,"Adventure, Indie",,['Windows7'], i3 7100, 4 GB RAM,,,, 3 GB available space
Hunt: Showdown - The Phantom,133,Very Positive,206,Crytek,Action,,['Windows10'], Intel i5-4590 @ 3.3GHz (4th Generation), 8 MB RAM, NVIDIA GeForce GTX 660 TI, Version 11, Broadband Internet connection, 20 MB available space
Mars Horizon,435,Mostly Positive,38,Auroch Digital,"Indie, Simulation, Strategy",71,"['Windows7', 'Windows8', 'Windows10']", 2.0GHz Dual Core Processor, 4 GB RAM," GeForce GT 740 (2048 MB) , Radeon HD 5770 (1024 MB)", Version 11,, 4 GB available space
Prison Simulator,435,Very Positive,21,Baked Games S.A.,"Action, Adventure, Casual, Indie, RPG, Simulation",,['Windows7'], Intel Core i3, 8 GB RAM," GeForce GTX 960 , AMD R9-380",,, 6 GB available space
"Guns, Gore & Cannoli",249,Very Positive,32,"Rogueside, Claeysbrothers","Action, Indie",80,"['WindowsXP', 'Windows7', 'Windows8', 'Windows10']", Intel i3, 4 GB RAM, ATI, Version 9.0,, 5 GB available space
Hunt: Showdown - Llorona’s Heir,133,Very Positive,119,Crytek,Action,,['Windows10'], Intel i5-4590 @ 3.3GHz (4th Generation), 8 MB RAM, NVIDIA GeForce GTX 660 TI, Version 11, Broadband Internet connection, 20 MB available space
Streamer Life Simulator,435,Mostly Positive,85,Cheesecake Dev,"Action, Adventure, Casual, Indie, Simulation, Strategy",,['Windows7'], 2 GHz Dual Core CPU, 4 GB RAM, Intel HD Graphics 4000,,, 5 GB available space
Insurgency: Sandstorm - Brute Gear Set,129,Positive,42,New World Interactive,Action,,"['Windows7', 'Windows8', 'Windows10']"," Intel Core i5-4440 (3.10GHz),AMD FX-6300 (3.50GHz)", 8 GB RAM," NVIDIA GeForce GTX 760,AMD Radeon HD 7970", Version 11,, 40 GB available space
Summer Memories,435,Very Positive,315,Dojin Otome,"Adventure, RPG",,"['Windows7', 'Windows8', 'Windows8', 'Windows10']", Intel Core2 Duo, 2 GB RAM," DirectX 9,OpenGL 4.1 capable GPU", Version 9.0,, 1 GB available space
Hero Siege - Gates of Valhalla (Collector's Edition),309,Mixed,34,"Elias Viglione, Jussi Kukkonen","Action, Adventure, Indie, Massively Multiplayer, RPG",,,,,,,,
MOTHERGUNSHIP: FORGE,435,Very Positive,152,"Terrible Posture Games, Inc.","Action, Indie",,['Windows10']," Core i5-7500 , Ryzen 5 1600", 12 GB RAM," GTX 1060 , RX 580 - 6GB VRAM",,, 2 GB available space
Antichamber,399,Very Positive,36,Alexander Bruce,"Adventure, Indie",82,"['WindowsXP', 'Windows7']",2.0+ GHz,2 GB RAM,NVIDIA 8000 series,,,
Sacred 3,349,Mostly Negative,2049,Keen Games,"Action, RPG",57,"['WindowsVista', 'Windows7', 'Windows8']"," Intel Pentium D945 (Dual Core 3400 MHz), AMD Athlon 64 X2 6000+ (Dual Core 3000 MHz)", 2 GB RAM," Nvidia GeForce GT 610 (1024MB) , ATI Radeon 4770 (512MB)", Version 9.0c,, 25 GB available space
Terra Nil Soundtrack,385,3 user reviews,,Free Lives,,,,,,,,, 170 MB available space
Contra Anniversary Collection,435,Mixed,15,Konami Digital Entertainment,Action,,['Windows10'], Intel Core i3-4160, 4 GB RAM, Intel HD Graphics 4400 (VRAM 128MB), Version 11,, 504 MB available space
Tainted Grail: Conquest,435,Very Positive,155,Questline,"Action, Indie, RPG",82,"['Windows7', 'Windows8', 'Windows10']", 3.2 GHz Dual Core Processor, 8 GB RAM," GTX 750 2GB , equivalent Radeon",,, 8 GB available space
Stronghold Legends: Steam Edition,399,Very Positive,18,FireFly Studios,"Simulation, Strategy",,"['WindowsXP', 'WindowsVista', 'Windows7', 'Windows8', 'Windows10']", 1.6 GHz Equivalent Intel, 1 GB RAM, 256 MB Video Card, Version 9.0c, Broadband Internet connection, 3 GB available space
Avorion - Black Market,240,Very Positive,83,Boxelware,"Action, Indie, Simulation",,['Windows7'], Intel i5 @ 3.0 GHz, 4 GB RAM, Nvidia Geforce 550,, Broadband Internet connection, 1 GB available space
Aircraft Carrier Survival,435,Mostly Positive,14,"Creative Storm Entertainment, Gambit Games Studio","Action, Indie, Strategy",,[]," Intel Core i3-2100 , AMD Phenom II X4 965", 4 GB RAM," GeForce GTX 550 Ti , Intel HD 620", Version 10,, 10 GB available space
OhShape,435,Mostly Positive,212,Odders Lab,"Action, Casual, Indie, Sports",,['Windows10'], Intel Core i5 Sandy Bridge, 8 GB RAM," NVIDIA GTX 1050Ti , AMD Radeon RX 470",,, 500 MB available space
Hell is Others Soundtrack,130,2 user reviews,,"Strelka Games, Yonder",,,,,,,,, 150 MB available space
Gold Rush: The Game - Frankenstein Machinery,226,Mostly Positive,119,Code Horizon,"Indie, Simulation",,['Windows7'], Intel Core i5, 8 GB RAM, NVidia GeForce GTX 760, Version 11,, 1 GB available space
Drift86,61,Very Positive,203,RewindApp,"Casual, Indie, Racing",,"['Windows7', 'Windows8', 'Windows10']", 2 GHz Intel Pentium 4, 4 GB RAM, Intel HD Graphique,,, 2 GB available space
Journey of a Roach,399,Very Positive,11,"Koboldgames, Daedalic Entertainment","Adventure, Indie",65,"['WindowsVista', 'Windows7']", 2.5 GHz (Single Core), 2 GB RAM, OpenGL 2.0 compatible with 256 MB RAM (shared memory not recommended), Version 9.0c,, 2500 MB available space
"Yes, Your Grace Soundtrack",259,Positive,13,Brave At Night,,,,,,,,,
Seen,76,Very Positive,113,Seen Games,"Action, Adventure, Indie, Early Access",,"['Windows7', 'Windows8', 'Windows10']",, 4 GB RAM, 1GB of memory, Version 11,, 1 GB available space
Friday the 13th: The Game - Jason Part 7 Machete Kill Pack,82,Very Positive,104,IllFonic,Action,,"['Windows7', 'Windows8', 'Windows10']"," Intel Core i3-530 (2 * 2930), AMD Athlon II X2 270 (2 * 3400)", 4096 MB RAM," GeForce GTX 650 Ti (1024 MB), Radeon HD 7770 (1024 MB)",,,
Eternal Hope,289,Very Positive,184,Doublehit Games,"Adventure, Indie",70,['Windows7'], Intel Core i3, 4 GB RAM, GeForce 9800GTX+ (1GB), Version 11,, 3 GB available space
This War of Mine: War Child Charity,30,Overwhelmingly Positive,1499,11 bit studios,"Adventure, Indie, Simulation",,"['Windows7', 'Windows8', 'Windows10']", 2.4 GHz Dual Core, 2 GB RAM," GeForce GTX 260, Radeon HD 5770, 1024 MB, Shader Model 3.0", Version 9.0,,
PAYDAY 2: Dragon Pack,199,Mostly Positive,214,OVERKILL - a Starbreeze Studio.,"Action, RPG",,['Windows7'],2 GHz Intel Dual Core Processor,4 GB RAM,Nvidia &amp; AMD (512MB VRAM),,,83 GB available space
Half-Life 2: Deathmatch,200,Very Positive,104,Valve,Action,,,,,,,,
Full Metal Sergeant,385,Positive,39,CarloC,"Indie, Simulation, Strategy",,[]," More core = more fun, but with 4 you'll be ok.", 4096 MB RAM, The integrated gpu will be enough.,,, 300 MB available space
Shakedown: Hawaii,419,Very Positive,322,"Vblank Entertainment, Inc.","Action, Adventure, Indie",,"['WindowsXP', 'WindowsVista', 'Windows7', 'Windows8', 'Windows10']", 1GHz processor, 256 MB RAM, Pixel Shader 2.0 and Vertex Shader 2.0, Version 9.0,, 150 MB available space
First Class Trouble,570,Very Positive,30,Invisible Walls,Indie,,['Windows10']," Intel Core i3 , AMD Ryzen 3", 4 GB RAM," NVIDIA GeForce GTX 650 Ti , AMD Radeon HD 7850", Version 11, Broadband Internet connection, 20 GB available space
Prison Boss VR,419,Very Positive,219,TREBUCHET,"Indie, Simulation",,['Windows10'], Intel i5-4590, 8 GB RAM, NVIDIA GeForce GTX 970, Version 11,, 6 GB available space
Crazy Fishing,419,Mixed,98,Mana Wings,"Action, Casual, Indie, Sports",,['Windows7'], Intel i5-4590, 4 GB RAM," Nvidia GeForce GTX970,",,, 1 GB available space
Hunt: Showdown - Bridgewater's Honor,259,Very Positive,72,Crytek,Action,,['Windows10'], Intel i5-4590 @ 3.3GHz (4th Generation), 8 MB RAM, NVIDIA GeForce GTX 660 TI, Version 11, Broadband Internet connection, 20 GB available space
Stars Die,133,Very Positive,80,Eric Juvi,"Adventure, Indie",,['Windows7'], Intel Core i3-4130 @3.40GHz, 2 GB RAM, Nvidia GeForce GT 710,,, 500 MB available space
PAYDAY 2: Weapon Color Pack 2,99,Very Positive,101,OVERKILL - a Starbreeze Studio.,"Action, RPG",,['Windows7'],2 GHz Intel Dual Core Processor,4 GB RAM,Nvidia &amp; AMD (512MB VRAM),,,
UBERMOSH,42,Mostly Positive,33,Walter Machado,"Action, Indie",,['WindowsXP'], 1.6Ghz+, 2048 MB RAM, 512MB,,, 390 MB available space
Lucius II - Soundtrack,102,7 user reviews,,Shiver Games,"Action, Adventure, Indie, Simulation",,,,,,,,
Car Mechanic Simulator 2018 - Rims DLC,61,Very Positive,52,Red Dot Games,"Racing, Simulation",,[], Windows(64-bit) 7, 7 GB RAM,, Version 11,, 20 GB available space
SimplePlanes,490,Very Positive,67,"Jundroo, LLC","Indie, Simulation",69,['Windows7'], Core 2 Duo, 2 GB RAM, SM3 512MB VRAM,,, 750 MB available space
Pirates Outlaws,420,Mostly Positive,11,Fabled Game,"Adventure, Casual, Indie, Strategy",79,"['Windows7', 'Windows10']", 2.0 Ghz, 2 GB RAM, DirectX 9 Compatible GPU, Version 9.0,, 1 GB available space
Nightmare Reaper,465,Very Positive,31,Blazing Bit Games,"Action, Indie",,['Windows7'], i3, 4 GB RAM, NVIDIA Geforce GTX 670,,, 4 GB available space
Stars Die,133,Very Positive,80,Eric Juvi,"Adventure, Indie",,['Windows7'], Intel Core i3-4130 @3.40GHz, 2 GB RAM, Nvidia GeForce GT 710,,, 500 MB available space
PAYDAY 2: Weapon Color Pack 2,99,Very Positive,101,OVERKILL - a Starbreeze Studio.,"Action, RPG",,['Windows7'],2 GHz Intel Dual Core Processor,4 GB RAM,Nvidia &amp; AMD (512MB VRAM),,,
The Pirate: Plague of the Dead,0,Mostly Positive,534,Home Net Games,"Action, Adventure, Free to Play, Indie, Simulation, Strategy",,['WindowsXP'], Core 2 Duo, 512 MB RAM, 256 MB VRAM, Version 9.0b, Broadband Internet connection, 200 MB available space
UBERMOSH,42,Mostly Positive,33,Walter Machado,"Action, Indie",,['WindowsXP'], 1.6Ghz+, 2048 MB RAM, 512MB,,, 390 MB available space
Lucius II - Soundtrack,102,7 user reviews,,Shiver Games,"Action, Adventure, Indie, Simulation",,,,,,,,
Car Mechanic Simulator 2018 - Rims DLC,61,Very Positive,52,Red Dot Games,"Racing, Simulation",,[], Windows(64-bit) 7, 7 GB RAM,, Version 11,, 20 GB available space
SimplePlanes,490,Very Positive,67,"Jundroo, LLC","Indie, Simulation",69,['Windows7'], Core 2 Duo, 2 GB RAM, SM3 512MB VRAM,,, 750 MB available space
Half-Life: Blue Shift,133,Very Positive,273,Gearbox Software,Action,71,,,,,,,
Wildlife Park 2,169,Mixed,453,b-alive gmbh,"Casual, Indie, Simulation, Strategy",,"['Windows10', 'Windows8', 'Windows7']", Intel Pentium IV 2 GHz, 512 MB RAM," DirectX 9c compatible, 64 MB RAM", Version 9.0c,, 3000 MB available space
Adam's Venture: Origins,399,Mixed,356,Vertigo Games,"Adventure, Indie",,['Windows7'], i5, 2 GB RAM, GTX 745, Version 11,, 5 GB available space
Vampire Survivors Soundtrack,99,Very Positive,67,poncle,,,,,,,,, 256 MB available space
DPS IDLE,0,Mixed,11,YDKR,"Casual, Free to Play, Indie",,['WindowsXP'], 2 GHz+, 512 MB RAM, 128 MB, Version 9.0c,, 100 MB available space
Next Day: Survival,390,Mixed,13,SOFF Games,"Action, Indie, RPG",,['Windows7'], Intel i3 Dual-Core with Hyper-Threading (required), 6 GB RAM, 1GB VRAM Shader Model 3.0, Version 11, Broadband Internet connection, 12 GB available space
My Child Lebensborn,195,Very Positive,24,"Sarepta studio, Teknopilot","Casual, RPG, Simulation",,['WindowsXP'], 1Ghz, 1 MB RAM," GeForce 7800, AMD HD 4600, Intel HD Graphics 3000",,, 1 GB available space
Hidden Through Time,199,Very Positive,28,Rogueside,Casual,,['Windows7'], Requires a 64-bit processor and operating system, 4 GB RAM," Geforce GT 430 (1024 MB) , Radeon HD 5570 (1024 MB)", Version 9.0,, 500 MB available space
Feudal Alloy,392,Mixed,594,Attu Games,"Action, Adventure, Indie, RPG",76,['Windows7'], Intel Core 2 Duo E5200, 4 GB RAM, GeForce 9800GTX+ (1GB), Version 10,, 500 MB available space
CarX Drift Racing Online - Engine Swaps Unlock,133,Mixed,27,"CarX Technologies, LLC","Massively Multiplayer, Racing, Simulation, Sports",,['Windows7'], Intel Core i3-6100, 4 GB RAM, Asus Radeon RX580, Version 11,, 4 MB available space
Gold Rush: The Game - Collector's Edition Upgrade,432,Very Positive,71,Code Horizon,"Indie, Simulation",,['Windows7'], Intel Core i5, 8 GB RAM, NVidia GeForce GTX 760, Version 11,, 6 GB available space
Euro Truck Simulator 2 - Japanese Paint Jobs Pack,39,Very Positive,121,SCS Software,"Indie, Simulation",,['Windows7'], Dual core CPU 2.4 GHz, 4 GB RAM, GeForce GTS 450-class (Intel HD 4000),,,
Amelie,102,Very Positive,175,Two and a Half Studios,"Indie, Simulation",,['Windows7'], 1GHz, 512 MB RAM, DirectX,,, 1 GB available space
X4: Split Vendetta,550,Very Positive,180,Egosoft,"Action, Simulation",,"['Windows10', 'Windows8', 'Windows7']", Intel i5-4590 3.3GHz, 8 GB RAM," Nvidia GTX 780,970",,, 15 GB available space
Farlight Commanders,259,Positive,11,Farlight Games Industry,"Action, Adventure, Indie, Simulation",,"['Windows7', 'Windows8', 'Windows10']", Intel i5 3.40 Ghz, 8 GB RAM, Nvidia GTx 770, Version 11, Broadband Internet connection, 10 GB available space
Kindergarten,133,Overwhelmingly Positive,124,"Con Man Games, SmashGames","Adventure, Indie",,['WindowsXP'], 1.6ghz, 1 GB RAM, ATI Mobility Radeon 4200, Version 11,, 150 MB available space
Mr. Prepper,710,Mostly Positive,75,Rejected Games,"Action, Adventure, Casual, Indie, RPG, Simulation",,"['Windows8', 'Windows7', 'WindowsVista', 'WindowsXP']", 3.2 GHz Dual Core Processor, 4 GB RAM, nVidia GeForce 520M, Version 9.0c,, 5 GB available space
PAYDAY 2: Clover Character Pack,29,Very Positive,807,OVERKILL - a Starbreeze Studio.,"Action, RPG",,['WindowsXP'],2 GHz Intel Dual Core Processor,2 GB RAM,"NVIDIA GeForce 8800,ATI Radeon HD 2600 (256MB minimum)",,,
WorkPlaceRhapsody-Beach,215,Mostly Positive,93,YooGame,"Casual, Indie, RPG, Simulation",,[], i3, 512 MB RAM, 1G独显,,, 1 MB available space
Serious Sam 3: BFE,1100,Very Positive,78,Croteam,"Action, Indie",72,['WindowsXP'], Dual-core from Intel, 1GB," nVidia GeForce 7800,7900,8600 series, ATI,AMD Radeon HD2600,3600",,,
Hearts of Iron IV: Axis Armor Pack,240,Mixed,315,Paradox Development Studio,"Simulation, Strategy",,['Windows7']," Intel Core 2 Quad Q9400 @ 2.66 GHz , AMD Athlon II X4 650 @ 3.20 GHz", 4 GB RAM, ATI Radeon HD 5850,, Broadband Internet connection, 2 GB available space
Dwarf Fortress Soundtrack,385,Positive,40,"Dabu, Simon Swerwer, Águeda Macias",,,,,,,,, 75 MB available space
Car Mechanic Simulator 2018 - Wheeler Dealers DLC,133,Mostly Positive,17,Petard Games,"Racing, Simulation",,[], Intel Core i3 3.0 GHz, 4 GB RAM, NVidia GeForce GTX 660 2GB, Version 11,, 2 GB available space
Punch Club,385,Mostly Positive,105,Lazy Bear Games,"Indie, RPG, Strategy",73,['WindowsXP'], 1 GHz and up, 1 GB RAM, Toaster,,, 1 GB available space
Tales From Space: Mutant Blobs Attack,385,Very Positive,412,DrinkBox Studios,"Action, Indie",83,['WindowsXP'],2Ghz+,512 MB RAM,"&gt;= 256 MB, Shader Model 3.0",,,
I'm on Observation Duty 3,125,Very Positive,179,Notovia,"Adventure, Indie",,['Windows10'], Intel Core i5 Sandy Bridge, 4 GB RAM, Nvidia GTX 960,,, 3 GB available space
ABRISS - build to destroy,399,Very Positive,277,Randwerk,"Indie, Simulation, Strategy, Early Access",,['Windows7'], Core i5-4430, 4 GB RAM, Nvidia GeForce GTX 970 Ti,,, 3 GB available space
Blade Assault,399,Mixed,17,TeamSuneat,"Action, Indie",,['Windows7'], Intel i5+,," Nvidia GTX 460 , Radeon HD 7800", Version 10,, 3 GB available space
Cities: Skylines - Content Creator Pack: Modern City Center,200,Mixed,173,Jason “AmiPolizeiFunk” Ditmars,"Simulation, Strategy",,"['Windows7', 'Windows8', 'Windows10']", Intel® Core™ I7 930  |  AMD® FX 6350, 8 GB RAM, Nvidia® GeForce™ GTS 450 (1 GB) |  AMD® R7 250 (2 GB)  |  Intel Iris Xe G7 (Tiger Lake), Version 9.0c, Broadband Internet connection, 4 GB available space
Shadow Empire,725,Mostly Positive,17,VR Designs,"RPG, Simulation, Strategy",78,"['Windows8', 'Windows10']", 1.5 GHZ, 2 GB RAM," 8MB video memory, 1280x768", Version 9.0c,, 1 GB available space
Black One Blood Brothers,399,Mostly Positive,474,Helios Production,"Action, Indie, Simulation, Strategy, Early Access",,"['Windows7', 'Windows8', 'Windows10']", Core i5 (3Ghz), 3 GB RAM, 4 GB RAM card, Version 11,, 44 GB available space
Pixel Composer,200,Mostly Positive,14,MakhamDev,"Animation & Modeling, Photo Editing",,['Windows10'], 2 GHz, 1 GB RAM," Any OpenGL supported GPU,iGPU", Version 11,, 150 MB available space
Impostor Factory,385,Very Positive,107,Freebird Games,"Adventure, Indie, RPG",80,[], Intel Pentium III 800 MHz+, 1 GB RAM, 1024x768 High Color +,,, 500 MB available space
Neo Cab,550,Very Positive,20,Chance Agency,"Adventure, Indie, RPG",76,['Windows7'], Two-core Intel processor @ 1.8GHz, 8 GB RAM," Dedicated Graphics card w, 1GB VRAM",,,
Island Saver - Dinosaur Island,133,Positive,23,Stormcloud Games Limited,"Action, Adventure",,['Windows7'], 2.2GHz Dual Core, 4 GB RAM, 512MB VRAM,,, 1 GB available space
IL-2 Sturmovik: 1946,385,Very Positive,17,1C: Maddox Games,Simulation,86,['WindowsXP'], Pentium® III, 512 MB (1 GB recommended), DirectX® 9 compliant with 64 MB RAM (128 recommended)(see supported list*),,,
